sample,specie,Laminar_layer,mCG/CG,mCH/CH,Coverage(%),BroadClass,Subtype
Pool_642_AD002,Mus_musculus,Deep,0.72391,0.02159,2.67,Excitatory,mDL-2
Pool_642_AD006,Mus_musculus,Deep,0.73354,0.02016,3.69,Excitatory,mL6-2
Pool_643_AD002,Mus_musculus,Deep,0.75607,0.02773,3.75,Excitatory,mL6-2
Pool_643_AD006,Mus_musculus,Deep,0.73602,0.02373,5.28,Excitatory,mDL-1
Pool_644_AD002,Mus_musculus,Deep,0.73803,0.02606,2.93,Inhibitory,mVip
Pool_645_AD002,Mus_musculus,Deep,0.72163,0.02115,4.36,Excitatory,mL6-2
Pool_645_AD006,Mus_musculus,Deep,0.73355,0.02471,4.7,Excitatory,mL5-1
Pool_646_AD002,Mus_musculus,Deep,0.73953,0.03188,3.29,Excitatory,mDL-1
Pool_646_AD006,Mus_musculus,Deep,0.73439,0.02598,5.01,Excitatory,mL6-2
Pool_647_AD002,Mus_musculus,Deep,0.77112,0.02534,3.46,Excitatory,mL6-1
Pool_647_AD006,Mus_musculus,Deep,0.77761,0.02552,4.79,Excitatory,mL6-1
Pool_648_AD002,Mus_musculus,Deep,0.72838,0.02204,3.62,Excitatory,mL6-2
Pool_648_AD006,Mus_musculus,Deep,0.7521,0.02567,4.41,Excitatory,mL6-2
Pool_649_AD002,Mus_musculus,Deep,0.72396,0.02174,4.86,Excitatory,mDL-1
Pool_649_AD006,Mus_musculus,Deep,0.73533,0.02309,6.82,Excitatory,mL5-1
Pool_64_AD002,Mus_musculus,Superficial,0.74498,0.02105,4.68,Excitatory,mDL-2
Pool_64_AD006,Mus_musculus,Superficial,0.75243,0.02307,5.39,Excitatory,mL2/3
Pool_650_AD002,Mus_musculus,Deep,0.75222,0.02922,4.39,Excitatory,mL6-2
Pool_650_AD006,Mus_musculus,Deep,0.74543,0.02372,4.32,Excitatory,mDL-2
Pool_651_AD002,Mus_musculus,Deep,0.72132,0.02249,4.61,Excitatory,mDL-2
Pool_651_AD006,Mus_musculus,Deep,0.7392,0.02276,5.94,Excitatory,mL6-2
Pool_652_AD002,Mus_musculus,Deep,0.72626,0.02314,2.72,Excitatory,mDL-2
Pool_652_AD006,Mus_musculus,Deep,0.77306,0.0249,4.85,Excitatory,mL6-1
Pool_653_AD002,Mus_musculus,Deep,0.74036,0.02968,4.98,Excitatory,mL5-2
Pool_653_AD006,Mus_musculus,Deep,0.7379,0.02608,6.81,Excitatory,mL6-2
Pool_654_AD002,Mus_musculus,Deep,0.73542,0.03023,4.88,Excitatory,mL5-1
Pool_654_AD006,Mus_musculus,Deep,0.72154,0.03217,6.25,Excitatory,mL5-2
Pool_655_AD002,Mus_musculus,Deep,0.70512,0.01785,4.6,Excitatory,mL6-2
Pool_655_AD006,Mus_musculus,Deep,0.73958,0.02441,6.63,Excitatory,mDL-1
Pool_656_AD002,Mus_musculus,Deep,0.73648,0.02553,4.81,Excitatory,mL6-2
Pool_656_AD006,Mus_musculus,Deep,0.70848,0.01828,5.34,Excitatory,mL6-2
Pool_657_AD002,Mus_musculus,Deep,0.73027,0.02488,4.19,Excitatory,mDL-2
Pool_657_AD006,Mus_musculus,Deep,0.74139,0.02509,6,Excitatory,mDL-2
Pool_658_AD002,Mus_musculus,Deep,0.75262,0.03186,3.65,Inhibitory,mSst-2
Pool_658_AD006,Mus_musculus,Deep,0.72977,0.03084,5.14,Excitatory,mL5-2
Pool_659_AD002,Mus_musculus,Deep,0.74209,0.02708,4.26,Excitatory,mL6-2
Pool_659_AD006,Mus_musculus,Deep,0.74207,0.02286,6.59,Excitatory,mDL-1
Pool_65_AD006,Mus_musculus,Superficial,0.76517,0.0266,7.22,Excitatory,mL5-1
Pool_660_AD002,Mus_musculus,Deep,0.72095,0.02329,3.43,Excitatory,mDL-2
Pool_660_AD006,Mus_musculus,Deep,0.7351,0.0236,5.5,Excitatory,mDL-2
Pool_661_AD002,Mus_musculus,Deep,0.74557,0.02686,5.52,Excitatory,mL6-2
Pool_661_AD006,Mus_musculus,Deep,0.75927,0.02868,6.69,Excitatory,mL6-2
Pool_662_AD002,Mus_musculus,Deep,0.75805,0.03196,5.27,Excitatory,mL6-2
Pool_662_AD006,Mus_musculus,Deep,0.76316,0.02749,7.22,Excitatory,mL6-2
Pool_663_AD002,Mus_musculus,Deep,0.76262,0.03459,4.54,Inhibitory,mSst-1
Pool_664_AD002,Mus_musculus,Deep,0.73744,0.02943,4.62,Excitatory,mL5-2
Pool_664_AD006,Mus_musculus,Deep,0.7448,0.0281,6.09,Excitatory,mL5-1
Pool_665_AD002,Mus_musculus,Deep,0.70945,0.01728,3.58,Excitatory,mL6-2
Pool_665_AD006,Mus_musculus,Deep,0.75593,0.02436,5.39,Excitatory,mL6-1
Pool_666_AD002,Mus_musculus,Deep,0.72511,0.02262,3.47,Excitatory,mDL-1
Pool_666_AD006,Mus_musculus,Deep,0.74374,0.02589,5.29,Excitatory,mDL-2
Pool_667_AD002,Mus_musculus,Deep,0.71956,0.02039,3.38,Excitatory,mL6-2
Pool_667_AD006,Mus_musculus,Deep,0.75731,0.02441,5.42,Excitatory,mL6-2
Pool_668_AD002,Mus_musculus,Deep,0.7119,0.0172,3.05,Excitatory,mL6-2
Pool_668_AD006,Mus_musculus,Deep,0.72282,0.0186,4.1,Excitatory,mL6-2
Pool_669_AD002,Mus_musculus,Deep,0.7167,0.02653,4.47,Excitatory,mDL-2
Pool_669_AD006,Mus_musculus,Deep,0.75036,0.025,5.55,Excitatory,mL6-2
Pool_66_AD006,Mus_musculus,Superficial,0.7252,0.02072,7.41,Excitatory,mL4
Pool_670_AD002,Mus_musculus,Deep,0.74473,0.02553,4.52,Excitatory,mL6-2
Pool_670_AD006,Mus_musculus,Deep,0.7381,0.0226,5.39,Excitatory,mDL-1
Pool_671_AD002,Mus_musculus,Deep,0.73077,0.02176,4.41,Excitatory,mDL-1
Pool_671_AD006,Mus_musculus,Deep,0.75482,0.02752,5.87,Excitatory,mL5-1
Pool_672_AD002,Mus_musculus,Deep,0.7518,0.02863,3.32,Excitatory,mL6-2
Pool_672_AD006,Mus_musculus,Deep,0.73362,0.02502,4.99,Excitatory,mL6-2
Pool_673_AD008,Mus_musculus,Deep,0.73786,0.02272,4.93,Excitatory,mDL-1
Pool_673_AD010,Mus_musculus,Deep,0.75591,0.02889,4.67,Excitatory,mL6-2
Pool_674_AD008,Mus_musculus,Deep,0.76817,0.02364,3.11,Excitatory,mL6-1
Pool_674_AD010,Mus_musculus,Deep,0.74379,0.02864,2.77,Excitatory,mDL-1
Pool_675_AD008,Mus_musculus,Deep,0.71695,0.01937,4.66,Excitatory,mL6-2
Pool_675_AD010,Mus_musculus,Deep,0.73398,0.02575,3.95,Excitatory,mDL-2
Pool_676_AD008,Mus_musculus,Deep,0.74449,0.02491,3.95,Excitatory,mDL-2
Pool_676_AD010,Mus_musculus,Deep,0.75389,0.02884,3.27,Excitatory,mL5-1
Pool_677_AD008,Mus_musculus,Deep,0.71968,0.02131,4.44,Excitatory,mL6-2
Pool_677_AD010,Mus_musculus,Deep,0.75813,0.02844,4.21,Excitatory,mL6-2
Pool_678_AD008,Mus_musculus,Deep,0.73363,0.02097,4.57,Excitatory,mDL-2
Pool_678_AD010,Mus_musculus,Deep,0.73395,0.025,3.4,Excitatory,mDL-2
Pool_679_AD008,Mus_musculus,Deep,0.75422,0.02835,4.78,Excitatory,mDL-2
Pool_679_AD010,Mus_musculus,Deep,0.70263,0.0183,3.8,Inhibitory,mNdnf-2
Pool_67_AD002,Mus_musculus,Superficial,0.719,0.02001,4.82,Excitatory,mL2/3
Pool_67_AD006,Mus_musculus,Superficial,0.76361,0.0241,6.44,Inhibitory,mNdnf-2
Pool_680_AD008,Mus_musculus,Deep,0.73905,0.02709,4.24,Excitatory,mDL-3
Pool_680_AD010,Mus_musculus,Deep,0.72594,0.01921,3.08,Excitatory,mL6-2
Pool_681_AD008,Mus_musculus,Deep,0.71128,0.01809,6.08,Excitatory,mL6-2
Pool_681_AD010,Mus_musculus,Deep,0.73175,0.02359,5.57,Excitatory,mL5-1
Pool_682_AD008,Mus_musculus,Deep,0.76034,0.02919,3.26,Excitatory,mL6-2
Pool_682_AD010,Mus_musculus,Deep,0.75036,0.03098,4.38,Excitatory,mDL-3
Pool_683_AD008,Mus_musculus,Deep,0.73457,0.02317,4.58,Excitatory,mDL-2
Pool_683_AD010,Mus_musculus,Deep,0.73658,0.02538,4.65,Excitatory,mDL-2
Pool_684_AD008,Mus_musculus,Deep,0.73923,0.02401,4.02,Excitatory,mDL-3
Pool_684_AD010,Mus_musculus,Deep,0.76409,0.02938,4.62,Excitatory,mL6-2
Pool_685_AD008,Mus_musculus,Deep,0.73814,0.0223,5.6,Excitatory,mDL-1
Pool_685_AD010,Mus_musculus,Deep,0.73627,0.02517,5.74,Excitatory,mDL-2
Pool_686_AD008,Mus_musculus,Deep,0.75654,0.02642,4.8,Excitatory,mDL-2
Pool_686_AD010,Mus_musculus,Deep,0.72737,0.02047,4.62,Excitatory,mL6-2
Pool_687_AD008,Mus_musculus,Deep,0.75337,0.02581,3.74,Excitatory,mL6-2
Pool_687_AD010,Mus_musculus,Deep,0.73517,0.02442,4.31,Excitatory,mL5-1
Pool_688_AD008,Mus_musculus,Deep,0.72239,0.01922,3.74,Excitatory,mL6-2
Pool_688_AD010,Mus_musculus,Deep,0.75135,0.02389,4.05,Excitatory,mL6-2
Pool_689_AD008,Mus_musculus,Deep,0.72824,0.02221,4.56,Excitatory,mDL-1
Pool_689_AD010,Mus_musculus,Deep,0.77203,0.02743,5.71,Excitatory,mL6-2
Pool_68_AD006,Mus_musculus,Superficial,0.741,0.02408,5.76,Excitatory,mL4
Pool_690_AD008,Mus_musculus,Deep,0.72964,0.01898,3.2,Excitatory,mL6-2
Pool_690_AD010,Mus_musculus,Deep,0.75396,0.02533,3.88,Excitatory,mL6-2
Pool_691_AD008,Mus_musculus,Deep,0.73538,0.02354,4.6,Excitatory,mL6-2
Pool_691_AD010,Mus_musculus,Deep,0.73915,0.02111,4.2,Excitatory,mL6-2
Pool_692_AD008,Mus_musculus,Deep,0.73582,0.02094,5.17,Excitatory,mL6-2
Pool_692_AD010,Mus_musculus,Deep,0.71784,0.02073,4.18,Excitatory,mL6-2
Pool_693_AD008,Mus_musculus,Deep,0.75484,0.02662,5.41,Excitatory,mL2/3
Pool_693_AD010,Mus_musculus,Deep,0.71994,0.02162,5.22,Excitatory,mL6-2
Pool_694_AD008,Mus_musculus,Deep,0.73808,0.02449,5.55,Excitatory,mDL-3
Pool_694_AD010,Mus_musculus,Deep,0.74479,0.02452,4.76,Excitatory,mDL-2
Pool_695_AD008,Mus_musculus,Deep,0.77166,0.02629,5.13,Excitatory,mL6-1
Pool_695_AD010,Mus_musculus,Deep,0.78015,0.02915,5.11,Excitatory,mL6-1
Pool_696_AD008,Mus_musculus,Deep,0.77851,0.02776,4.47,Excitatory,mL6-1
Pool_696_AD010,Mus_musculus,Deep,0.72962,0.02241,4.29,Excitatory,mDL-2
Pool_697_AD008,Mus_musculus,Deep,0.73213,0.01936,4.89,Inhibitory,mNdnf-2
Pool_697_AD010,Mus_musculus,Deep,0.73359,0.02378,4.81,Excitatory,mL5-2
Pool_698_AD008,Mus_musculus,Deep,0.7639,0.02606,3.15,Excitatory,mDL-2
Pool_698_AD010,Mus_musculus,Deep,0.7535,0.02232,3.54,Excitatory,mL6-2
Pool_699_AD008,Mus_musculus,Deep,0.74304,0.02793,2.34,Excitatory,mL5-2
Pool_699_AD010,Mus_musculus,Deep,0.76151,0.02989,3.45,Excitatory,mL5-2
Pool_69_AD002,Mus_musculus,Superficial,0.72004,0.02319,6.33,Excitatory,mL2/3
Pool_69_AD006,Mus_musculus,Superficial,0.71445,0.0215,5.8,Excitatory,mL2/3
Pool_6_AD002,Mus_musculus,Superficial,0.7505,0.03121,3.57,Excitatory,mL5-2
Pool_700_AD008,Mus_musculus,Deep,0.75329,0.02661,3.31,Excitatory,mL6-2
Pool_700_AD010,Mus_musculus,Deep,0.74425,0.02391,3.49,Excitatory,mDL-2
Pool_701_AD008,Mus_musculus,Deep,0.77736,0.03087,3.62,Excitatory,mL6-2
Pool_701_AD010,Mus_musculus,Deep,0.73317,0.0202,4.26,Excitatory,mL6-2
Pool_702_AD008,Mus_musculus,Deep,0.74003,0.02391,3.78,Excitatory,mDL-2
Pool_702_AD010,Mus_musculus,Deep,0.75634,0.02517,3.04,Excitatory,mL5-2
Pool_703_AD008,Mus_musculus,Deep,0.74316,0.02541,3.87,Excitatory,mDL-2
Pool_703_AD010,Mus_musculus,Deep,0.75193,0.02263,3.8,Excitatory,mDL-2
Pool_704_AD008,Mus_musculus,Deep,0.73459,0.03019,4.18,Excitatory,mL5-1
Pool_704_AD010,Mus_musculus,Deep,0.73743,0.02386,3.46,Excitatory,mDL-1
Pool_705_AD008,Mus_musculus,Deep,0.75615,0.02862,5.78,Excitatory,mL6-2
Pool_705_AD010,Mus_musculus,Deep,0.73363,0.02417,5.85,Excitatory,mDL-2
Pool_706_AD008,Mus_musculus,Deep,0.77409,0.0425,3.01,Inhibitory,mSst-2
Pool_706_AD010,Mus_musculus,Deep,0.73641,0.02827,4.62,Excitatory,mDL-1
Pool_707_AD008,Mus_musculus,Deep,0.74416,0.02636,4.84,Excitatory,mL5-2
Pool_707_AD010,Mus_musculus,Deep,0.74337,0.03006,5.21,Excitatory,mL5-2
Pool_708_AD008,Mus_musculus,Deep,0.70527,0.01849,4.3,Excitatory,mL6-2
Pool_709_AD008,Mus_musculus,Deep,0.76455,0.03701,5.08,Inhibitory,mSst-1
Pool_709_AD010,Mus_musculus,Deep,0.73359,0.03182,4.84,Excitatory,mDL-3
Pool_70_AD002,Mus_musculus,Superficial,0.70967,0.02312,4.74,Excitatory,mL2/3
Pool_70_AD006,Mus_musculus,Superficial,0.74954,0.02233,5.47,Excitatory,mL2/3
Pool_710_AD008,Mus_musculus,Deep,0.72915,0.02041,4.1,Excitatory,mL6-2
Pool_710_AD010,Mus_musculus,Deep,0.7353,0.02252,4.44,Excitatory,mL6-2
Pool_711_AD008,Mus_musculus,Deep,0.73147,0.02349,4.66,Excitatory,mL6-2
Pool_711_AD010,Mus_musculus,Deep,0.70566,0.01659,5.62,Inhibitory,mNdnf-2
Pool_712_AD010,Mus_musculus,Deep,0.75769,0.02992,4.69,Excitatory,mL6-2
Pool_713_AD008,Mus_musculus,Deep,0.71902,0.01968,5.13,Excitatory,mL6-2
Pool_713_AD010,Mus_musculus,Deep,0.75038,0.02901,6.08,Excitatory,mL6-2
Pool_714_AD008,Mus_musculus,Deep,0.77766,0.03458,3.13,Excitatory,mL6-2
Pool_714_AD010,Mus_musculus,Deep,0.75922,0.02612,4.73,Excitatory,mL5-1
Pool_715_AD008,Mus_musculus,Deep,0.72938,0.01887,5.09,Excitatory,mL6-2
Pool_715_AD010,Mus_musculus,Deep,0.74382,0.0225,5.42,Excitatory,mL6-2
Pool_716_AD008,Mus_musculus,Deep,0.73921,0.02251,4.18,Excitatory,mDL-1
Pool_716_AD010,Mus_musculus,Deep,0.75063,0.02953,5.07,Excitatory,mL5-1
Pool_717_AD008,Mus_musculus,Deep,0.77215,0.03208,4.89,Excitatory,mL6-2
Pool_717_AD010,Mus_musculus,Deep,0.74525,0.0234,6.14,Excitatory,mL6-2
Pool_718_AD008,Mus_musculus,Deep,0.75479,0.02756,5.61,Excitatory,mL6-2
Pool_718_AD010,Mus_musculus,Deep,0.72444,0.01869,5.23,Excitatory,mL6-2
Pool_719_AD008,Mus_musculus,Deep,0.77147,0.03113,4.7,Inhibitory,mPv
Pool_719_AD010,Mus_musculus,Deep,0.7527,0.03072,4.21,Excitatory,mL6-2
Pool_71_AD002,Mus_musculus,Superficial,0.76368,0.02587,3.72,Inhibitory,mPv
Pool_720_AD008,Mus_musculus,Deep,0.7435,0.02553,4.14,Excitatory,mDL-2
Pool_720_AD010,Mus_musculus,Deep,0.74111,0.02186,3.39,Excitatory,mDL-2
Pool_721_AD008,Mus_musculus,Deep,0.74432,0.02391,5.16,Excitatory,mL6-2
Pool_721_AD010,Mus_musculus,Deep,0.73344,0.02597,6.28,Excitatory,mDL-3
Pool_722_AD008,Mus_musculus,Deep,0.73275,0.02236,2.25,Excitatory,mDL-2
Pool_722_AD010,Mus_musculus,Deep,0.77298,0.03649,4.4,Excitatory,mL6-2
Pool_723_AD008,Mus_musculus,Deep,0.72555,0.01929,4.51,Excitatory,mL6-2
Pool_723_AD010,Mus_musculus,Deep,0.74411,0.0255,4.71,Excitatory,mDL-2
Pool_724_AD008,Mus_musculus,Deep,0.73454,0.02189,4.83,Excitatory,mDL-2
Pool_724_AD010,Mus_musculus,Deep,0.74343,0.02365,5.18,Excitatory,mDL-2
Pool_725_AD008,Mus_musculus,Deep,0.72353,0.01997,3.96,Excitatory,mL6-2
Pool_725_AD010,Mus_musculus,Deep,0.74424,0.02956,4.76,Excitatory,mL5-1
Pool_726_AD008,Mus_musculus,Deep,0.73592,0.0215,5.69,Excitatory,mL6-2
Pool_726_AD010,Mus_musculus,Deep,0.74957,0.02819,5.54,Excitatory,mL6-2
Pool_727_AD008,Mus_musculus,Deep,0.76853,0.03634,4.58,Inhibitory,mPv
Pool_727_AD010,Mus_musculus,Deep,0.75219,0.02423,4.98,Excitatory,mL2/3
Pool_728_AD008,Mus_musculus,Deep,0.72751,0.02329,4.09,Excitatory,mDL-2
Pool_728_AD010,Mus_musculus,Deep,0.76264,0.02719,3.96,Excitatory,mL6-2
Pool_729_AD008,Mus_musculus,Deep,0.72142,0.0278,4.46,Excitatory,mL5-2
Pool_729_AD010,Mus_musculus,Deep,0.74565,0.02656,5.09,Excitatory,mL6-2
Pool_72_AD002,Mus_musculus,Superficial,0.78646,0.03281,4.2,Inhibitory,mSst-1
Pool_72_AD006,Mus_musculus,Superficial,0.71962,0.02416,4.97,Excitatory,mL2/3
Pool_730_AD008,Mus_musculus,Deep,0.74157,0.02545,4.27,Excitatory,mL6-2
