sample,specie,Laminar_layer,mCG/CG,mCH/CH,Coverage(%),BroadClass,Subtype
Pool_855_AD008,Mus_musculus,Deep,0.76765,0.0278,7.88,Excitatory,mL6-2
Pool_855_AD010,Mus_musculus,Deep,0.75384,0.02706,7.37,Excitatory,mL6-2
Pool_856_AD008,Mus_musculus,Deep,0.73337,0.02231,7.4,Excitatory,mL6-2
Pool_856_AD010,Mus_musculus,Deep,0.72117,0.02019,6.58,Excitatory,mL6-2
Pool_857_AD008,Mus_musculus,Deep,0.73752,0.02735,3.07,Excitatory,mL6-2
Pool_857_AD010,Mus_musculus,Deep,0.72888,0.02416,3.66,Excitatory,mL5-1
Pool_858_AD008,Mus_musculus,Deep,0.74883,0.03091,4.71,Excitatory,mL5-2
Pool_858_AD010,Mus_musculus,Deep,0.72371,0.02788,4.45,Excitatory,mDL-2
Pool_859_AD008,Mus_musculus,Deep,0.7631,0.03199,4.39,Inhibitory,mSst-1
Pool_859_AD010,Mus_musculus,Deep,0.75107,0.0295,4.4,Excitatory,mL5-1
Pool_85_AD002,Mus_musculus,Superficial,0.70033,0.02181,5.94,Excitatory,mL2/3
Pool_860_AD008,Mus_musculus,Deep,0.70243,0.01746,4.99,Excitatory,mL6-2
Pool_860_AD010,Mus_musculus,Deep,0.74123,0.02421,4.15,Excitatory,mL6-2
Pool_861_AD008,Mus_musculus,Deep,0.75131,0.02,6.59,Inhibitory,mSst-1
Pool_861_AD010,Mus_musculus,Deep,0.77025,0.03368,6.58,Excitatory,mL6-2
Pool_862_AD008,Mus_musculus,Deep,0.7233,0.02224,5.75,Excitatory,mL4
Pool_862_AD010,Mus_musculus,Deep,0.71616,0.02151,6.61,Excitatory,mL6-2
Pool_863_AD008,Mus_musculus,Deep,0.74438,0.02844,6.28,Excitatory,mL6-2
Pool_863_AD010,Mus_musculus,Deep,0.72983,0.03256,7.66,Excitatory,mL5-1
Pool_864_AD008,Mus_musculus,Deep,0.76121,0.02522,5.31,Inhibitory,mSst-1
Pool_864_AD010,Mus_musculus,Deep,0.75545,0.03024,7.24,Excitatory,mL5-1
Pool_865_AD008,Mus_musculus,Deep,0.74907,0.02845,3.43,Inhibitory,mPv
Pool_865_AD010,Mus_musculus,Deep,0.75985,0.0278,2.3,Excitatory,mL6-1
Pool_866_AD008,Mus_musculus,Deep,0.7053,0.02673,3.46,Excitatory,mL5-1
Pool_866_AD010,Mus_musculus,Deep,0.73874,0.02837,3.29,Excitatory,mL6-2
Pool_867_AD008,Mus_musculus,Deep,0.72097,0.02262,3.17,Excitatory,mL6-2
Pool_867_AD010,Mus_musculus,Deep,0.73457,0.02734,3.12,Excitatory,mDL-1
Pool_868_AD008,Mus_musculus,Deep,0.72003,0.02812,4.47,Excitatory,mL6-2
Pool_868_AD010,Mus_musculus,Deep,0.73278,0.03337,4.32,Excitatory,mL5-1
Pool_869_AD008,Mus_musculus,Deep,0.75458,0.02599,4.79,Inhibitory,mVip
Pool_869_AD010,Mus_musculus,Deep,0.7697,0.0312,4.82,Inhibitory,mSst-1
Pool_86_AD002,Mus_musculus,Superficial,0.73245,0.02204,5.79,Excitatory,mL2/3
Pool_86_AD006,Mus_musculus,Superficial,0.76255,0.01982,6.56,Inhibitory,mVip
Pool_870_AD008,Mus_musculus,Deep,0.73528,0.02767,4.98,Excitatory,mDL-2
Pool_870_AD010,Mus_musculus,Deep,0.7396,0.02577,4.35,Excitatory,mL6-2
Pool_871_AD008,Mus_musculus,Deep,0.76928,0.02853,4.63,Inhibitory,mPv
Pool_871_AD010,Mus_musculus,Deep,0.73604,0.02614,5.24,Excitatory,mL6-2
Pool_872_AD008,Mus_musculus,Deep,0.73408,0.0256,5.57,Excitatory,mDL-2
Pool_872_AD010,Mus_musculus,Deep,0.7539,0.03516,6.29,Inhibitory,mVip
Pool_873_AD008,Mus_musculus,Deep,0.72623,0.02555,3.31,Excitatory,mL2/3
Pool_873_AD010,Mus_musculus,Deep,0.72882,0.02674,3.21,Excitatory,mDL-3
Pool_874_AD008,Mus_musculus,Deep,0.71668,0.02517,3.33,Excitatory,mDL-2
Pool_874_AD010,Mus_musculus,Deep,0.75495,0.03029,3.35,Excitatory,mL6-2
Pool_875_AD008,Mus_musculus,Deep,0.72955,0.02627,3.02,Excitatory,mL5-1
Pool_875_AD010,Mus_musculus,Deep,0.72485,0.02562,2.46,Excitatory,mL5-1
Pool_876_AD008,Mus_musculus,Deep,0.74152,0.02873,4.19,Excitatory,mL6-2
Pool_876_AD010,Mus_musculus,Deep,0.7131,0.02733,3.72,Excitatory,mL5-1
Pool_877_AD008,Mus_musculus,Deep,0.72895,0.02297,5.47,Excitatory,mDL-2
Pool_877_AD010,Mus_musculus,Deep,0.76271,0.03089,4.21,Excitatory,mL6-2
Pool_878_AD008,Mus_musculus,Deep,0.7307,0.02355,4.65,Excitatory,mL6-2
Pool_878_AD010,Mus_musculus,Deep,0.73019,0.02426,4.33,Excitatory,mL6-2
Pool_879_AD008,Mus_musculus,Deep,0.73262,0.02446,5.82,Excitatory,mL6-2
Pool_879_AD010,Mus_musculus,Deep,0.72921,0.02613,5.55,Excitatory,mDL-2
Pool_87_AD002,Mus_musculus,Superficial,0.73946,0.02166,5.09,Excitatory,mL2/3
Pool_87_AD006,Mus_musculus,Superficial,0.7512,0.02431,2.57,Excitatory,mL5-1
Pool_880_AD008,Mus_musculus,Deep,0.72815,0.03007,5.54,Excitatory,mDL-3
Pool_880_AD010,Mus_musculus,Deep,0.7637,0.03463,6.03,Inhibitory,mPv
Pool_881_AD008,Mus_musculus,Deep,0.73867,0.02596,2.91,Excitatory,mL6-2
Pool_881_AD010,Mus_musculus,Deep,0.73738,0.02524,2.91,Excitatory,mL6-1
Pool_882_AD008,Mus_musculus,Deep,0.73994,0.0248,3.75,Inhibitory,mSst-1
Pool_882_AD010,Mus_musculus,Deep,0.74666,0.0312,3.5,Excitatory,mL6-2
Pool_883_AD008,Mus_musculus,Deep,0.723,0.02464,3.58,Excitatory,mDL-2
Pool_883_AD010,Mus_musculus,Deep,0.732,0.02316,3.46,Excitatory,mDL-3
Pool_884_AD008,Mus_musculus,Deep,0.72097,0.02435,4.41,Excitatory,mDL-1
Pool_885_AD008,Mus_musculus,Deep,0.73935,0.02641,6.3,Excitatory,mL6-2
Pool_885_AD010,Mus_musculus,Deep,0.73282,0.02631,5.78,Excitatory,mL6-1
Pool_886_AD008,Mus_musculus,Deep,0.7297,0.0236,3.93,Excitatory,mL6-2
Pool_886_AD010,Mus_musculus,Deep,0.72144,0.02606,4.13,Excitatory,mDL-2
Pool_887_AD008,Mus_musculus,Deep,0.71538,0.02199,6.1,Excitatory,mL6-2
Pool_887_AD010,Mus_musculus,Deep,0.72961,0.03086,6,Excitatory,mDL-3
Pool_888_AD008,Mus_musculus,Deep,0.76755,0.03257,4.9,Excitatory,mL6-2
Pool_888_AD010,Mus_musculus,Deep,0.71759,0.02189,6,Excitatory,mL6-2
Pool_889_AD008,Mus_musculus,Deep,0.71797,0.02211,3.53,Excitatory,mL6-2
Pool_889_AD010,Mus_musculus,Deep,0.71704,0.03068,3.68,Excitatory,mDL-3
Pool_88_AD002,Mus_musculus,Superficial,0.72039,0.01794,4.84,Inhibitory,mNdnf-1
Pool_88_AD006,Mus_musculus,Superficial,0.73558,0.02314,4.67,Excitatory,mL2/3
Pool_890_AD008,Mus_musculus,Deep,0.73442,0.03724,4.26,Inhibitory,mPv
Pool_890_AD010,Mus_musculus,Deep,0.70277,0.01958,4.79,Excitatory,mL6-1
Pool_891_AD008,Mus_musculus,Deep,0.7605,0.03148,5.43,Inhibitory,mSst-1
Pool_891_AD010,Mus_musculus,Deep,0.74275,0.02889,4.64,Inhibitory,mPv
Pool_892_AD008,Mus_musculus,Deep,0.76146,0.03367,5.47,Inhibitory,mSst-1
Pool_892_AD010,Mus_musculus,Deep,0.73435,0.02875,4.7,Inhibitory,mPv
Pool_893_AD008,Mus_musculus,Deep,0.74129,0.0257,5.81,Excitatory,mL6-2
Pool_893_AD010,Mus_musculus,Deep,0.7507,0.03821,6.05,Inhibitory,mPv
Pool_894_AD008,Mus_musculus,Deep,0.76822,0.03361,5.89,Inhibitory,mPv
Pool_894_AD010,Mus_musculus,Deep,0.7472,0.02793,4.31,Excitatory,mL6-2
Pool_895_AD008,Mus_musculus,Deep,0.72338,0.02321,6.2,Excitatory,mDL-1
Pool_895_AD010,Mus_musculus,Deep,0.73472,0.02836,5.2,Excitatory,mL5-2
Pool_896_AD008,Mus_musculus,Deep,0.73632,0.02682,6.15,Excitatory,mDL-2
Pool_896_AD010,Mus_musculus,Deep,0.75926,0.02909,5.95,Inhibitory,mSst-1
Pool_897_AD008,Mus_musculus,Deep,0.74398,0.02553,3.4,Excitatory,mL6-2
Pool_897_AD010,Mus_musculus,Deep,0.7442,0.0332,3.5,Excitatory,mL5-1
Pool_898_AD008,Mus_musculus,Deep,0.70476,0.02001,4.83,Excitatory,mL6-2
Pool_898_AD010,Mus_musculus,Deep,0.72889,0.02332,4.78,Excitatory,mL6-2
Pool_899_AD008,Mus_musculus,Deep,0.73579,0.03312,3.7,Inhibitory,mPv
Pool_899_AD010,Mus_musculus,Deep,0.73581,0.02543,3.53,Excitatory,mDL-2
Pool_89_AD002,Mus_musculus,Superficial,0.72567,0.01714,3.03,Inhibitory,mNdnf-2
Pool_89_AD006,Mus_musculus,Superficial,0.72504,0.0167,4.75,Excitatory,mL4
Pool_8_AD002,Mus_musculus,Superficial,0.75314,0.02448,5.95,Inhibitory,mVip
Pool_8_AD006,Mus_musculus,Superficial,0.76585,0.02592,6.36,Excitatory,mDL-3
Pool_900_AD008,Mus_musculus,Deep,0.72072,0.02672,5.13,Excitatory,mL5-1
Pool_900_AD010,Mus_musculus,Deep,0.75989,0.02777,4.33,Excitatory,mL6-1
Pool_901_AD008,Mus_musculus,Deep,0.73591,0.02402,5.17,Excitatory,mL6-2
Pool_901_AD010,Mus_musculus,Deep,0.7714,0.03091,4.74,Excitatory,mL6-2
Pool_902_AD008,Mus_musculus,Deep,0.76333,0.0285,4.9,Excitatory,mL6-2
Pool_902_AD010,Mus_musculus,Deep,0.73743,0.02828,5.15,Excitatory,mL5-1
Pool_903_AD008,Mus_musculus,Deep,0.75983,0.02969,7.05,Inhibitory,mPv
Pool_903_AD010,Mus_musculus,Deep,0.73691,0.02543,6.8,Excitatory,mL5-1
Pool_904_AD008,Mus_musculus,Deep,0.73578,0.0303,5.13,Excitatory,mDL-2
Pool_904_AD010,Mus_musculus,Deep,0.75324,0.03614,5.83,Inhibitory,mPv
Pool_905_AD008,Mus_musculus,Deep,0.71816,0.02122,4.3,Excitatory,mL6-2
Pool_905_AD010,Mus_musculus,Deep,0.72796,0.02203,5.05,Excitatory,mDL-2
Pool_906_AD008,Mus_musculus,Deep,0.71399,0.02305,5.27,Excitatory,mDL-1
Pool_906_AD010,Mus_musculus,Deep,0.72063,0.02203,4.05,Excitatory,mL6-2
Pool_907_AD008,Mus_musculus,Deep,0.71864,0.02963,4.76,Excitatory,mL5-1
Pool_907_AD010,Mus_musculus,Deep,0.72529,0.02707,4.73,Excitatory,mDL-1
Pool_908_AD008,Mus_musculus,Deep,0.72507,0.02455,4.92,Excitatory,mDL-2
Pool_908_AD010,Mus_musculus,Deep,0.72345,0.02328,5.58,Excitatory,mDL-1
Pool_909_AD008,Mus_musculus,Deep,0.7421,0.02776,5.99,Excitatory,mL6-2
Pool_909_AD010,Mus_musculus,Deep,0.71922,0.02718,7.04,Excitatory,mDL-3
Pool_90_AD002,Mus_musculus,Superficial,0.73072,0.02092,4.85,Excitatory,mL2/3
Pool_90_AD006,Mus_musculus,Superficial,0.7243,0.01749,5.25,Excitatory,mL4
Pool_910_AD008,Mus_musculus,Deep,0.72458,0.02618,6.11,Excitatory,mL6-2
Pool_910_AD010,Mus_musculus,Deep,0.74015,0.0358,6.33,Inhibitory,mPv
Pool_911_AD008,Mus_musculus,Deep,0.72645,0.02308,3.74,Excitatory,mL6-2
Pool_912_AD008,Mus_musculus,Deep,0.71803,0.02266,5.38,Excitatory,mDL-2
Pool_912_AD010,Mus_musculus,Deep,0.71136,0.02024,6.04,Excitatory,mL6-2
Pool_913_AD002,Mus_musculus,Deep,0.78797,0.02995,4.3,Excitatory,mL6-2
Pool_913_AD006,Mus_musculus,Deep,0.753,0.02718,4.91,Excitatory,mL6-2
Pool_914_AD002,Mus_musculus,Deep,0.76182,0.02775,4.97,Excitatory,mL2/3
Pool_914_AD006,Mus_musculus,Deep,0.78014,0.02055,6.5,Inhibitory,mSst-1
Pool_915_AD002,Mus_musculus,Deep,0.73985,0.02447,4.17,Excitatory,mDL-2
Pool_915_AD006,Mus_musculus,Deep,0.75464,0.02518,4.88,Excitatory,mDL-3
Pool_916_AD002,Mus_musculus,Deep,0.73814,0.02472,4.15,Excitatory,mL4
Pool_916_AD006,Mus_musculus,Deep,0.75246,0.022,5.84,Excitatory,mDL-2
Pool_917_AD002,Mus_musculus,Deep,0.77751,0.02749,4.11,Excitatory,mL6-2
Pool_917_AD006,Mus_musculus,Deep,0.75153,0.02405,5.71,Excitatory,mDL-1
Pool_918_AD002,Mus_musculus,Deep,0.73536,0.02363,3.67,Excitatory,mDL-1
Pool_918_AD006,Mus_musculus,Deep,0.75034,0.02402,4.79,Excitatory,mDL-1
Pool_919_AD002,Mus_musculus,Deep,0.76805,0.02604,3.3,Excitatory,mDL-2
Pool_919_AD006,Mus_musculus,Deep,0.74367,0.03049,4.45,Excitatory,mL5-1
Pool_91_AD002,Mus_musculus,Superficial,0.73729,0.02526,4.86,Excitatory,mL4
Pool_91_AD006,Mus_musculus,Superficial,0.72692,0.02262,6.27,Excitatory,mL2/3
Pool_920_AD002,Mus_musculus,Deep,0.75745,0.02489,4.34,Excitatory,mL6-2
Pool_920_AD006,Mus_musculus,Deep,0.75037,0.02611,5.17,Excitatory,mDL-2
Pool_921_AD002,Mus_musculus,Deep,0.75441,0.02461,5.64,Excitatory,mL6-2
Pool_921_AD006,Mus_musculus,Deep,0.74986,0.02708,6.01,Excitatory,mL5-1
Pool_922_AD002,Mus_musculus,Deep,0.75481,0.02933,5.83,Excitatory,mL5-2
Pool_922_AD006,Mus_musculus,Deep,0.75261,0.02637,5.87,Excitatory,mL5-2
Pool_923_AD002,Mus_musculus,Deep,0.77124,0.03501,4.93,Inhibitory,mPv
Pool_923_AD006,Mus_musculus,Deep,0.74703,0.0231,4.8,Excitatory,mDL-1
Pool_924_AD002,Mus_musculus,Deep,0.73988,0.02506,5.23,Excitatory,mDL-2
Pool_924_AD006,Mus_musculus,Deep,0.77295,0.02783,6.45,Excitatory,mL6-2
Pool_925_AD002,Mus_musculus,Deep,0.79688,0.03384,6.48,Excitatory,mL6-2
Pool_925_AD006,Mus_musculus,Deep,0.77477,0.02869,6.84,Excitatory,mL6-2
Pool_926_AD002,Mus_musculus,Deep,0.72077,0.01598,8.73,Excitatory,mL6-2
Pool_926_AD006,Mus_musculus,Deep,0.79499,0.02588,5.88,Excitatory,mL6-1
Pool_927_AD006,Mus_musculus,Deep,0.76515,0.02228,4.32,Excitatory,mL2/3
Pool_928_AD002,Mus_musculus,Deep,0.72361,0.02562,5.07,Excitatory,mL5-1
Pool_928_AD006,Mus_musculus,Deep,0.765,0.02835,5.51,Excitatory,mL6-2
Pool_929_AD002,Mus_musculus,Deep,0.78147,0.03188,5.59,Excitatory,mL6-2
Pool_929_AD006,Mus_musculus,Deep,0.75809,0.02719,4.02,Excitatory,mL5-2
Pool_92_AD002,Mus_musculus,Superficial,0.73218,0.01987,6.07,Excitatory,mL2/3
Pool_92_AD006,Mus_musculus,Superficial,0.73026,0.02168,6.48,Excitatory,mL2/3
Pool_930_AD002,Mus_musculus,Deep,0.72664,0.02477,4.71,Excitatory,mL5-1
Pool_930_AD006,Mus_musculus,Deep,0.72387,0.02073,12.1,Excitatory,mDL-2
Pool_931_AD002,Mus_musculus,Deep,0.76506,0.02778,4.85,Excitatory,mL6-2
Pool_931_AD006,Mus_musculus,Deep,0.76508,0.02431,6.26,Excitatory,mDL-2
Pool_932_AD002,Mus_musculus,Deep,0.74104,0.02512,5.46,Excitatory,mL5-1
Pool_932_AD006,Mus_musculus,Deep,0.74262,0.02432,5.72,Excitatory,mDL-2
Pool_933_AD002,Mus_musculus,Deep,0.7405,0.02499,5.21,Excitatory,mDL-1
Pool_933_AD006,Mus_musculus,Deep,0.74796,0.0275,6.16,Excitatory,mDL-3
Pool_934_AD002,Mus_musculus,Deep,0.74401,0.02094,5.34,Excitatory,mL6-2
Pool_934_AD006,Mus_musculus,Deep,0.71869,0.01865,5.59,Excitatory,mL6-2
Pool_935_AD002,Mus_musculus,Deep,0.74343,0.02532,4.25,Excitatory,mL5-1
Pool_935_AD006,Mus_musculus,Deep,0.75481,0.02239,5.82,Excitatory,mL6-2
Pool_936_AD002,Mus_musculus,Deep,0.73986,0.02419,5.63,Excitatory,mDL-1
Pool_936_AD006,Mus_musculus,Deep,0.76374,0.02284,5.95,Excitatory,mDL-1
Pool_937_AD002,Mus_musculus,Deep,0.77392,0.02466,4.22,Excitatory,mL6-2
Pool_937_AD006,Mus_musculus,Deep,0.76106,0.02785,3.62,Excitatory,mDL-2
Pool_938_AD002,Mus_musculus,Deep,0.75456,0.02469,3.76,Excitatory,mL6-2
Pool_938_AD006,Mus_musculus,Deep,0.76813,0.02577,4.33,Excitatory,mL6-2
Pool_939_AD002,Mus_musculus,Deep,0.76537,0.02582,2.61,Excitatory,mDL-2
